Channel->,310,500,805,405,360,160,170,260,465,820,620,700
UTC time,Act Air Density,Act Wind Direction,Act Wind Measurement Quality,Act Wind Speed km/u,Avg Absolute air pressure,Avg Air Temprature,Avg Dewpoint temperature,Avg Relative humidity,Avg Wind Speed km/u,Precipitation Intensity mm/h,Precipitation Quantity-Absolute mm,Precipitation Type
13:00,1.202385,71.16798,100,4.106015,1010.723,17.93222,15.18281,83.97414,4.315123,0.3,236.94,Liquid precipitation
13:05,1.202691,134.7344,100,8.528633,1010.721,17.71926,15.17843,85.08297,5.95051,0,236.94,No precipitation
13:10,1.202472,0,100,4.093605,1010.642,17.68748,15.35298,86.21371,2.607903,0,236.94,No precipitation
13:15,1.203075,148.7262,100,3.238949,1010.614,17.57364,15.34421,86.78496,3.551816,0,236.94,No precipitation
13:20,1.202474,179.1619,100,8.03854,1010.605,17.69557,15.41488,86.51176,4.383657,0,236.94,No precipitation
13:25,1.201238,163.5973,100,21.41298,1010.595,17.88081,15.44903,85.69672,7.040405,0,236.94,No precipitation
13:30,1.200591,228.7197,100,1.586382,1010.579,18.07774,15.25062,83.57491,8.15155,0,236.94,No precipitation
13:35,1.1999,188.1577,100,4.379344,1010.539,18.25405,15.05803,81.63875,7.502851,0,236.94,No precipitation
13:40,1.198645,169.0658,100,20.27324,1010.553,18.56061,15.0472,80.03011,12.43787,0,236.94,No precipitation
13:45,1.198146,104.8537,100,4.786854,1010.487,18.6922,14.90891,78.6706,10.9467,0,236.94,No precipitation
13:50,1.198222,120.4189,100,4.545465,1010.487,18.73555,14.94779,78.65408,6.095864,0,236.94,No precipitation
13:55,1.198282,159.4666,100,9.878181,1010.564,18.76494,14.81966,77.86565,9.087863,0,236.94,No precipitation
