Date,2016/04/22,2016/04/22,2016/04/22,2016/04/22,2016/04/22,2016/04/22,2016/04/22,2016/04/22,2016/04/22,
294.74,1.38,1.19,0.88,1.25,0.13,0.50,0.44,0.19,0.31,
295.17,1.37,1.44,0.81,1.19,0.37,0.69,0.44,0.06,0.31,
295.61,1.36,1.42,1.11,1.36,0.93,0.99,0.56,0.31,0.49,
296.04,1.34,1.16,1.10,1.28,0.79,1.16,0.98,0.73,0.85,
296.47,1.88,1.15,1.28,0.61,0.55,0.97,0.97,0.91,0.73,
296.91,1.99,1.14,1.57,0.90,0.54,0.66,0.66,1.08,0.30,
297.34,2.02,1.25,2.02,1.43,0.77,0.83,0.83,1.19,0.36,
297.78,2.35,1.75,2.11,1.69,1.02,1.15,1.02,1.15,0.54,
298.21,2.48,2.42,2.12,1.69,1.15,0.85,0.97,0.85,1.15,
298.65,2.75,2.63,2.51,1.61,1.31,1.26,1.20,1.26,1.43,
299.08,3.53,2.45,3.11,1.91,1.79,2.09,1.67,1.91,1.67,
299.51,4.20,2.88,3.72,2.28,1.80,2.04,1.92,2.10,1.62,
299.95,4.72,3.35,4.07,2.57,2.27,1.97,2.15,2.21,1.91,
300.38,4.97,3.55,4.20,3.20,2.49,2.37,2.49,2.84,2.25,
300.82,5.43,4.13,4.55,3.78,3.07,2.95,3.07,3.19,2.30,
301.25,6.07,4.70,5.24,4.52,4.05,3.51,3.69,3.69,2.80,
301.68,6.56,5.50,5.56,4.91,4.55,4.14,4.49,4.43,3.66,
302.12,7.63,6.05,6.28,5.28,4.87,4.46,5.17,5.11,3.99,
302.55,8.80,7.04,7.39,6.16,5.46,4.93,5.57,5.75,4.22,
302.99,9.76,8.19,8.66,7.38,6.33,5.52,5.98,6.45,4.71,
303.42,11.39,9.68,9.62,8.63,7.57,6.51,6.81,7.04,5.63,
303.85,12.55,11.20,10.49,9.61,8.61,7.25,7.54,7.54,6.66,
304.29,13.92,12.51,11.80,10.45,9.81,8.22,8.46,8.40,7.63,
304.72,15.88,13.54,13.25,11.73,11.15,9.92,9.57,9.75,8.52,
305.15,17.69,14.77,14.89,12.96,12.09,11.04,11.15,10.98,9.69,
305.59,19.62,16.31,16.48,13.93,13.06,11.95,12.07,11.95,10.56,
306.02,21.49,17.79,18.03,15.71,14.33,13.35,13.11,13.52,11.73,
306.46,23.49,19.69,19.69,17.56,15.84,14.97,14.68,14.80,12.78,
306.89,26.10,22.19,21.84,19.80,18.00,17.07,16.66,16.37,14.68,
307.32,28.59,24.91,23.92,21.69,19.94,19.00,18.19,18.07,16.61,
307.76,31.55,27.06,26.48,23.62,21.64,20.94,20.06,20.18,18.31,
308.19,34.76,29.50,29.50,25.88,23.49,23.08,21.79,22.20,19.86,
308.62,38.16,32.11,32.40,28.53,25.71,25.07,23.72,24.25,21.72,
309.06,41.59,35.00,35.18,31.24,28.06,27.30,25.65,26.18,23.83,
309.49,44.82,37.66,37.78,33.94,30.21,29.56,28.08,28.20,26.25,
309.92,47.79,40.52,40.63,36.43,32.77,31.94,30.40,30.46,28.27,
310.35,51.45,43.37,43.91,39.51,35.47,34.82,33.09,33.03,30.78,
310.79,54.75,45.96,46.61,41.98,37.65,37.35,35.87,35.69,33.19,
311.22,58.15,48.44,49.74,44.29,39.61,39.38,38.07,38.01,35.17,
311.65,61.73,51.61,52.74,47.38,42.26,41.61,40.42,40.60,37.15,
312.09,65.04,54.52,55.77,50.37,44.61,44.13,42.76,43.00,39.20,
312.52,68.96,58.20,58.91,53.59,47.79,47.01,45.64,45.58,41.87,
312.95,72.66,61.96,62.32,56.60,50.71,49.63,48.00,48.00,44.69,
313.38,76.45,65.18,65.84,59.27,53.48,52.40,50.65,50.77,47.21,
313.82,80.42,67.84,69.28,62.06,55.92,55.32,53.21,53.57,49.48,
314.25,84.15,70.91,72.53,64.95,58.45,57.48,55.68,55.98,51.70,
314.68,87.81,74.21,75.53,67.83,61.09,59.64,58.08,58.38,54.11,
315.12,91.13,76.96,78.40,70.90,63.39,62.07,60.45,60.81,56.49,
315.55,94.22,79.98,81.12,73.52,65.98,64.73,62.87,63.23,58.68,
315.98,98.71,84.00,84.90,77.25,69.65,68.08,66.09,66.63,61.81,
316.41,102.43,87.62,88.05,80.37,72.39,71.00,69.13,69.55,64.84,
316.85,106.29,90.33,91.18,82.74,74.55,73.29,71.54,72.39,66.97,
317.28,109.94,93.51,94.47,85.75,77.26,75.64,73.83,75.10,69.02,
317.71,113.56,97.05,97.89,89.10,80.12,78.25,76.15,77.77,71.33,
318.14,117.20,100.19,100.91,91.90,82.88,80.78,78.44,80.00,73.69,
318.57,120.50,103.43,103.61,94.60,85.58,83.00,80.90,82.22,76.27,
319.01,123.86,106.67,106.85,97.29,88.27,85.80,83.34,84.78,78.95,
319.44,127.69,109.12,109.90,100.23,91.04,88.51,85.87,87.79,81.36,
319.87,130.98,111.50,112.64,102.54,92.80,90.59,88.26,89.93,83.60,
320.30,134.36,114.41,115.60,105.06,95.12,92.49,90.41,92.26,85.76,
320.73,138.18,117.60,118.91,108.74,98.03,95.41,92.97,95.35,88.51,
321.17,141.94,120.71,122.07,112.01,100.83,98.29,95.75,97.94,91.02,
321.60,147.72,125.67,126.85,116.63,105.22,102.60,99.87,102.13,95.11,
322.03,153.15,130.85,131.68,121.25,109.39,106.71,103.79,106.35,99.26,
322.46,158.85,135.13,136.62,125.26,113.07,110.58,107.49,110.46,102.61,
322.89,164.28,139.04,141.52,129.17,116.35,114.52,110.80,114.05,105.66,
323.33,170.05,144.06,146.77,134.10,120.54,118.24,114.59,117.89,109.22,
323.76,176.08,148.91,151.49,138.82,124.74,122.10,118.17,121.51,113.06,
324.19,181.42,153.44,155.66,143.30,128.21,125.70,121.97,125.12,117.08,
324.62,186.70,158.05,160.14,147.52,132.13,129.70,125.64,128.77,120.78,
325.05,193.45,163.43,166.21,153.14,137.18,134.63,130.29,133.94,125.38,
325.48,199.35,167.92,171.37,157.40,141.02,138.55,134.76,137.98,129.42,
325.92,204.75,172.16,175.92,161.33,144.18,142.01,138.36,141.61,132.72,
326.35,210.52,176.99,180.85,166.10,148.40,146.02,141.99,145.96,136.32,
326.78,214.88,180.91,184.96,170.06,151.50,149.36,145.31,149.31,139.30,
327.21,219.47,185.05,188.74,173.48,154.88,152.64,148.73,152.20,142.31,
327.64,223.19,188.76,191.98,176.66,157.78,155.23,151.40,154.73,145.24,
328.07,226.27,191.46,194.59,178.68,159.78,157.47,153.62,157.31,147.45,
328.50,229.46,193.41,197.35,180.72,161.41,159.61,155.51,159.17,149.16,
328.93,231.28,195.03,198.88,182.08,162.46,160.35,156.50,160.24,150.21,
329.37,233.00,196.36,200.12,183.30,163.64,160.96,157.62,161.22,151.39,
329.80,234.52,197.43,201.10,184.43,164.18,161.78,158.63,162.21,152.77,
330.23,235.00,197.99,201.53,184.87,164.52,162.31,159.14,162.57,153.13,
330.66,237.20,199.83,203.83,186.48,166.67,164.14,160.68,164.25,154.68,
331.09,238.31,200.76,204.84,187.19,167.29,165.05,161.97,165.47,155.70,
331.52,239.08,200.82,205.06,186.92,167.02,165.16,162.16,165.57,155.65,
331.95,238.67,200.56,204.75,186.46,166.54,164.60,161.64,165.42,154.94,
332.38,238.38,200.74,204.89,186.52,166.68,164.56,161.47,165.27,154.74,
332.81,238.19,200.57,204.38,186.39,166.41,164.15,161.35,164.75,154.49,
333.24,237.54,200.28,203.74,185.70,166.08,163.20,160.68,163.85,154.48,
333.68,237.07,199.95,203.28,185.00,165.63,162.93,160.23,163.76,154.40,
334.11,238.00,200.10,204.19,185.50,165.90,163.56,160.55,164.54,154.37,
334.54,238.28,199.71,204.47,185.42,165.70,163.30,160.51,164.31,154.30,
334.97,238.54,199.61,204.41,185.09,165.67,163.06,160.35,164.25,154.37,
335.40,239.52,200.24,204.84,185.97,166.02,163.67,160.81,164.80,154.99,
335.83,240.56,201.18,205.68,186.71,166.73,164.41,161.62,165.47,155.50,
336.26,242.39,202.71,207.07,188.01,168.17,165.83,162.89,166.66,156.79,
336.69,243.92,204.26,208.26,189.18,169.33,166.97,164.06,168.06,158.16,
337.12,245.84,205.36,209.71,190.14,169.95,167.84,165.06,169.14,158.91,
337.55,247.95,206.76,211.37,191.44,171.07,168.72,165.88,170.40,159.88,
337.98,249.70,208.25,212.91,192.97,172.29,169.70,166.67,171.59,161.05,
338.41,251.86,209.87,214.35,194.61,173.79,170.97,167.75,172.66,162.40,
338.84,253.42,211.07,215.29,195.68,174.40,171.74,168.69,173.42,163.57,
339.27,254.71,212.10,216.26,196.42,175.26,172.50,169.31,174.11,164.47,
339.70,257.21,213.72,218.28,198.33,177.07,174.37,170.87,175.80,165.81,
340.13,259.38,214.92,219.98,199.76,178.11,175.48,172.34,176.98,166.98,
340.56,260.31,215.71,220.73,200.11,178.62,175.84,172.77,177.46,167.46,
340.99,260.85,216.14,220.99,200.68,178.79,175.96,172.99,177.97,167.77,
341.42,261.00,216.61,221.59,201.25,179.12,176.18,173.40,178.34,167.85,
341.85,260.88,216.76,221.59,201.11,179.25,176.33,173.57,178.36,168.01,
342.28,260.52,216.79,221.14,200.92,179.06,176.08,173.10,178.01,168.03,
342.71,260.29,216.28,220.84,200.53,178.63,175.71,172.83,177.79,167.76,
343.14,261.03,216.43,221.45,200.74,178.52,176.13,172.95,178.08,167.73,
343.57,261.02,216.42,221.37,200.62,178.36,175.94,172.81,177.88,167.59,
344.00,260.88,216.32,221.13,200.42,178.03,175.70,172.40,177.36,167.40,
344.43,260.98,216.28,221.02,200.50,177.77,175.54,172.56,177.19,167.51,
344.86,260.94,216.41,220.92,200.35,177.75,175.57,172.57,177.13,167.31,
345.29,261.93,217.04,221.82,201.06,178.60,176.30,173.16,177.98,167.91,
345.72,262.72,217.43,222.35,201.52,178.88,176.94,173.84,178.61,168.66,
346.15,263.93,218.13,223.18,201.91,179.13,177.35,174.31,179.39,168.99,
346.58,265.01,218.96,224.02,202.70,179.78,177.90,174.60,180.12,169.50,
347.01,266.50,220.13,225.28,203.92,180.73,178.82,175.62,181.11,170.36,
347.44,268.84,222.07,226.94,205.66,182.38,180.40,177.06,182.45,171.63,
347.87,270.90,223.84,228.26,207.03,183.69,181.65,177.95,183.31,172.96,
348.30,273.23,225.55,230.13,208.53,184.97,183.02,179.37,184.75,174.30,
348.73,276.57,227.64,232.74,210.70,186.81,185.09,181.19,186.89,176.09,
349.16,279.04,229.65,234.88,212.69,188.18,186.57,182.73,188.37,177.31,
349.59,281.24,231.36,236.64,214.00,189.54,187.53,183.89,189.43,178.58,
350.02,281.26,231.17,236.42,214.28,189.38,187.29,183.91,189.34,178.66,
350.44,283.70,233.26,238.45,216.14,190.94,188.92,185.60,190.90,180.07,
350.87,286.40,235.39,240.60,218.12,192.87,190.87,187.30,192.69,181.91,
351.30,288.71,237.44,242.41,220.03,194.48,192.45,189.11,194.52,183.82,
351.73,291.19,239.13,244.33,221.46,195.55,193.63,190.64,195.98,185.14,
352.16,293.54,241.10,246.44,223.14,196.96,194.87,191.84,197.46,186.46,
352.59,295.13,242.63,248.03,224.58,198.08,195.81,192.82,198.54,187.52,
353.02,295.66,243.06,248.44,224.89,198.36,196.10,193.26,198.50,187.88,
353.45,295.34,243.13,248.11,224.66,197.94,195.80,192.97,197.98,187.88,
353.88,294.71,242.75,247.58,223.98,197.37,195.44,192.47,197.62,187.57,
354.31,293.29,241.21,246.35,222.88,196.41,194.41,191.56,196.84,186.56,
354.73,291.20,239.26,244.70,221.13,194.68,192.69,190.20,195.39,185.08,
355.16,288.93,237.16,242.68,218.89,192.82,190.77,188.40,193.71,183.33,
355.59,286.81,235.12,240.63,217.06,191.23,189.01,186.68,192.29,181.95,
356.02,285.54,234.24,239.56,216.25,190.48,188.26,186.11,191.47,181.03,
356.45,284.97,233.97,238.94,215.59,190.09,188.11,185.68,191.15,180.63,
356.88,284.03,233.48,238.13,214.87,189.70,187.65,185.25,190.93,180.21,
357.31,283.27,232.49,237.38,213.84,188.86,186.82,184.60,190.37,179.53,
357.74,282.85,231.60,236.98,213.22,187.92,186.27,183.84,189.89,178.71,
358.16,282.59,231.44,236.78,213.00,187.74,186.02,183.24,189.67,178.39,
358.59,282.36,231.06,236.25,212.81,187.41,185.48,182.68,189.09,177.74,
359.02,283.47,231.54,236.66,213.32,187.64,185.82,183.01,189.46,178.21,
359.45,284.91,232.73,237.63,214.20,188.46,186.74,183.66,190.35,179.04,
359.88,287.50,234.30,239.66,215.98,190.31,188.31,185.16,192.24,180.29,
360.31,290.81,236.56,242.33,218.29,192.10,190.04,187.27,194.10,182.34,
360.73,294.86,239.53,245.44,220.87,194.31,192.35,189.72,196.58,184.65,
361.16,299.76,243.41,249.22,224.47,197.40,195.47,192.60,199.81,187.56,
361.59,305.17,247.98,253.95,228.90,200.97,199.07,196.27,203.42,191.00,
362.02,310.51,252.62,258.42,233.03,204.57,202.74,199.82,206.93,194.37,
362.45,315.42,256.85,262.56,236.86,207.87,206.04,202.79,210.16,197.82,
362.88,320.46,260.77,266.58,240.31,211.00,209.02,205.97,213.44,201.01,
363.30,325.67,264.37,270.70,243.86,213.89,212.18,208.80,216.45,203.81,
363.73,331.01,268.65,275.18,247.79,217.17,215.34,211.75,219.72,206.83,
364.16,335.72,272.36,278.84,250.94,220.00,217.87,214.43,222.39,209.62,
364.59,339.86,275.73,282.23,254.33,222.49,220.29,217.23,225.08,212.22,
365.02,344.27,279.23,285.87,257.43,225.45,223.16,220.06,227.92,214.96,
365.44,347.99,282.31,289.10,260.32,228.08,225.84,222.59,230.39,217.48,
365.87,351.97,285.23,292.06,263.05,230.46,228.04,225.21,233.06,220.12,
366.30,355.30,287.72,294.66,265.17,232.07,229.82,227.23,234.96,221.94,
366.73,358.54,290.32,297.33,267.48,234.01,231.70,229.04,237.13,223.65,
367.16,361.33,292.82,299.99,269.84,235.68,233.30,230.77,238.95,225.20,
367.58,363.43,294.54,301.51,271.31,237.06,234.27,232.10,240.13,226.51,
368.01,364.35,295.53,302.17,272.03,237.88,235.02,232.55,240.46,227.30,
368.44,364.85,295.72,302.37,272.06,237.93,235.00,232.68,240.62,227.74,
368.87,364.96,295.10,302.26,271.87,237.57,234.74,232.44,240.36,227.23,
369.29,363.44,293.57,301.12,270.59,236.16,233.48,231.25,239.13,225.97,
369.72,361.35,291.51,299.12,268.62,234.49,231.44,229.65,237.35,224.48,
370.15,357.92,288.39,296.00,266.19,231.85,228.80,227.61,235.15,222.48,
370.58,354.71,285.85,293.55,264.05,229.98,226.92,225.87,232.91,220.32,
371.00,352.53,283.89,291.39,261.88,228.62,225.57,224.55,231.15,218.92,
371.43,350.23,282.24,289.12,259.94,226.98,224.05,223.15,229.71,217.62,
371.86,348.54,280.43,287.49,258.10,225.43,222.63,221.94,228.52,216.14,
372.29,347.49,279.49,286.83,257.19,224.51,222.04,220.94,227.63,215.06,
372.71,347.12,279.13,286.67,256.93,224.27,221.68,220.50,227.31,214.75,
373.14,346.92,278.53,285.96,256.57,223.83,221.28,219.79,226.69,214.38,
373.57,347.66,279.19,286.29,257.06,224.11,221.94,220.00,226.86,215.00,
374.00,348.90,280.17,287.25,257.87,224.87,222.74,220.37,227.53,215.70,
374.42,351.03,281.38,288.69,259.19,226.03,223.66,221.33,228.92,216.52,
374.85,353.68,283.17,290.70,260.61,227.12,225.08,223.03,230.40,217.74,
375.28,356.43,284.95,292.86,261.96,228.53,226.41,224.49,232.13,219.30,
375.70,359.18,287.06,295.20,264.12,230.31,227.96,226.12,234.14,220.97,
376.13,362.11,289.63,297.68,266.58,232.29,229.98,228.19,236.00,222.68,
376.56,364.88,292.01,299.85,268.40,234.23,231.92,230.05,237.57,224.59,
376.99,367.13,294.12,301.43,269.87,235.61,233.11,231.28,239.19,226.23,
377.41,368.17,294.66,302.35,270.47,235.97,233.59,231.77,239.85,226.82,
377.84,368.84,295.03,303.05,270.96,235.95,234.01,232.00,240.18,227.10,
378.27,368.24,294.69,302.77,270.56,235.48,233.43,231.38,239.70,226.73,
378.69,365.89,292.92,300.81,268.86,233.89,231.69,229.81,238.05,225.26,
379.12,362.38,290.23,297.69,266.34,231.36,229.21,227.57,235.39,223.27,
379.55,357.91,286.86,294.06,262.99,228.61,226.51,225.03,232.58,220.79,
379.97,352.20,282.15,289.27,258.75,225.18,222.70,221.62,229.01,217.33,
380.40,346.32,277.14,284.24,254.02,221.00,218.62,218.12,225.03,213.67,
380.83,340.27,271.83,279.02,248.95,216.56,214.58,214.01,220.74,209.63,
381.25,334.66,267.11,274.50,245.06,212.98,210.87,209.96,217.25,206.00,
381.68,329.96,263.45,270.56,241.79,209.88,207.71,206.78,214.04,202.74,
382.11,325.91,260.24,266.90,238.84,207.19,205.16,204.08,211.12,200.12,
382.53,322.78,258.11,264.45,236.55,205.20,203.37,202.01,209.20,198.49,
382.96,320.93,256.56,262.81,234.99,203.68,202.26,200.52,208.00,197.03,
383.39,320.04,255.29,262.10,234.15,202.57,201.74,199.73,207.40,196.16,
383.81,319.97,255.21,262.04,233.98,202.46,201.67,199.39,207.36,195.81,
384.24,320.16,255.35,262.15,233.88,202.57,201.51,199.31,207.42,195.80,
384.67,321.54,256.20,262.94,234.91,203.19,202.03,199.95,208.10,196.55,
385.09,324.33,258.29,264.99,236.89,204.81,203.83,201.60,209.76,198.14,
385.52,328.34,261.21,268.26,239.82,207.46,206.42,203.99,212.46,200.41,
385.95,333.02,264.77,271.89,242.94,210.24,209.13,206.89,215.52,203.19,
386.37,338.79,268.91,276.45,246.68,213.53,212.36,210.13,218.94,206.24,
386.80,344.70,273.77,281.54,251.06,217.14,216.21,213.71,222.92,209.48,
387.22,351.11,278.95,286.86,255.82,221.17,220.00,217.70,227.15,213.40,
387.65,357.02,283.79,291.46,260.06,224.74,223.70,221.33,230.79,216.86,
388.08,361.60,287.85,295.15,263.47,227.71,226.78,224.51,233.60,220.07,
388.50,365.77,291.12,298.31,266.15,230.40,229.33,226.98,236.20,222.87,
388.93,368.73,292.96,300.58,268.23,232.02,230.91,228.73,237.98,224.61,
389.36,370.42,294.06,302.06,269.33,232.89,231.60,229.76,238.87,225.52,
389.78,370.79,294.40,302.22,269.36,233.09,231.48,229.91,238.78,225.79,
390.21,370.13,293.74,301.49,269.07,232.37,230.75,229.42,238.15,225.46,
390.63,369.33,292.84,300.73,268.52,231.74,230.15,228.96,237.41,224.66,
391.06,368.42,292.07,299.55,267.51,231.07,229.79,228.52,236.81,224.05,
391.49,367.11,291.30,298.36,266.51,230.21,228.82,227.75,236.16,223.47,
391.91,366.18,290.35,297.40,265.16,229.13,228.05,227.05,235.50,222.69,
392.34,366.00,289.97,297.31,264.79,228.49,227.95,226.58,235.19,222.15,
392.76,365.65,289.69,297.12,264.57,228.08,227.53,226.15,234.89,221.91,
393.19,365.23,289.14,296.58,264.28,227.68,226.91,225.56,234.24,221.59,
393.61,364.17,288.34,295.53,263.53,226.96,226.30,224.72,233.26,220.99,
394.04,364.00,288.05,295.31,263.22,226.74,226.15,224.60,233.05,220.88,
394.47,365.34,288.44,296.16,264.08,227.28,226.65,225.02,233.97,221.20,
394.89,368.61,290.51,298.77,266.17,228.60,228.34,226.70,235.78,222.70,
395.32,374.73,294.83,303.23,269.84,231.88,231.70,229.81,239.41,225.79,
395.74,383.52,301.52,310.10,276.26,237.12,237.08,234.85,245.35,230.94,
396.17,395.21,310.70,319.79,284.84,244.34,244.19,241.75,252.71,237.62,
396.59,409.44,321.99,331.23,294.96,253.22,253.10,250.52,261.81,246.09,
397.02,425.02,334.52,343.64,306.00,262.84,263.00,259.97,271.89,255.59,
397.45,440.94,347.08,356.89,317.46,272.60,272.72,269.51,281.98,265.29,
397.87,457.35,359.33,370.40,329.20,282.30,282.85,279.19,292.18,274.81,
398.30,472.97,371.44,383.03,340.65,291.95,292.27,288.53,302.11,284.25,
398.72,487.67,383.13,394.81,351.27,301.14,301.22,297.46,311.49,293.31,
399.15,501.90,394.48,406.24,361.66,309.74,309.74,306.15,320.57,302.25,
399.57,516.44,405.89,418.03,371.77,318.85,318.98,315.04,329.62,311.02,
400.00,531.25,417.37,429.92,382.41,327.97,327.93,324.00,339.12,320.06,
400.42,544.82,428.02,440.88,391.98,336.06,335.85,332.46,347.80,328.58,
400.85,557.03,437.37,450.83,400.17,343.13,343.17,339.88,355.38,335.97,
401.27,567.90,445.96,459.80,408.12,349.93,349.88,346.44,362.46,342.40,
401.70,576.22,452.85,466.89,414.51,355.01,354.88,351.83,367.52,347.38,
402.12,582.11,457.86,471.32,418.32,358.65,358.27,355.49,370.75,350.79,
402.55,586.05,460.97,474.25,421.00,361.15,361.06,358.17,373.18,353.35,
402.97,588.10,462.51,475.77,422.18,362.21,362.17,359.43,374.55,354.48,
403.40,589.32,462.97,476.67,422.94,362.46,362.50,359.78,374.94,354.75,
403.82,589.94,463.17,477.08,423.37,362.64,362.73,360.03,375.18,354.77,
404.25,590.42,463.47,476.97,423.38,362.76,362.49,360.04,374.96,355.01,
404.67,590.45,463.28,476.89,423.27,362.52,362.11,359.82,374.69,354.88,
405.10,590.42,463.32,476.94,423.40,362.61,361.93,359.94,374.33,354.69,
405.52,590.93,463.51,476.88,423.55,363.10,362.33,360.27,374.41,354.75,
405.95,590.97,463.57,476.43,423.37,362.72,361.85,360.33,374.48,354.73,
406.37,590.96,463.14,476.36,422.65,362.32,361.45,360.20,374.48,354.33,
406.80,591.44,463.56,476.83,422.92,362.50,362.08,360.12,374.69,354.12,
407.22,593.02,464.95,477.76,424.33,363.62,362.73,360.76,375.68,354.75,
407.65,593.77,465.45,478.13,424.79,363.95,362.91,360.93,375.79,354.90,
408.07,594.90,466.31,478.74,425.14,364.80,363.81,361.53,376.33,355.70,
408.50,597.43,468.07,480.63,427.04,366.14,365.52,362.65,378.08,357.25,
408.92,600.30,469.84,482.58,429.09,367.21,366.72,363.94,379.79,358.80,
409.35,604.09,472.30,485.27,431.18,369.06,368.43,365.77,381.54,360.78,
409.77,607.90,475.30,488.17,433.58,371.11,370.28,367.84,383.83,363.16,
410.20,611.83,478.00,490.76,435.99,372.98,372.00,369.54,386.33,365.42,
410.62,615.11,480.97,493.97,438.59,375.10,373.81,371.84,388.50,367.19,
411.04,618.73,484.02,496.43,440.89,377.37,376.12,374.13,390.68,369.49,
411.47,621.53,486.01,498.22,442.60,378.78,377.83,375.92,392.75,371.24,
411.89,623.89,487.38,500.20,443.67,379.59,379.09,376.96,394.33,372.40,
412.32,626.32,489.01,502.40,445.35,380.89,380.79,377.93,395.82,373.74,
412.74,629.15,491.25,504.58,447.69,382.28,382.39,379.44,397.47,375.36,
413.17,631.46,492.74,506.25,449.23,383.44,383.24,380.42,398.47,376.61,
413.59,633.09,494.11,507.34,450.07,384.06,384.22,381.16,398.97,377.74,
414.02,635.18,495.90,508.86,451.13,385.41,385.63,382.53,400.28,379.34,
414.44,637.46,497.36,510.64,453.27,386.35,386.62,383.55,401.73,380.69,
414.86,639.03,498.11,511.65,453.64,386.89,386.84,384.49,402.19,381.32,
415.29,639.38,498.14,512.36,453.46,387.38,386.82,384.56,402.25,381.40,
415.71,639.30,497.83,512.28,453.59,387.05,386.44,384.20,402.51,381.12,
416.14,639.57,497.69,512.73,453.70,386.84,385.99,384.18,402.28,380.49,
416.56,639.07,497.22,512.28,453.02,386.75,385.55,383.88,401.52,379.91,
416.99,638.63,496.89,511.09,452.18,386.40,385.30,383.55,401.19,379.94,
417.41,638.04,495.92,510.36,451.38,385.45,384.51,382.92,400.83,379.26,
417.83,638.23,495.79,510.71,450.90,385.05,384.33,382.48,400.69,378.66,
418.26,638.38,496.09,511.03,451.14,384.95,384.10,382.53,400.56,378.42,
418.68,638.75,496.06,510.95,451.07,384.87,383.52,382.42,400.38,378.31,
419.11,638.00,495.77,509.97,450.18,384.12,382.64,381.58,399.38,377.74,
419.53,637.71,495.40,509.60,449.79,383.88,382.44,381.49,399.09,377.47,
419.95,637.83,495.05,509.50,449.98,384.16,382.31,381.68,399.25,377.54,
420.38,637.55,494.58,508.82,449.80,383.24,381.44,381.63,398.90,377.31,
420.80,636.20,493.14,507.79,448.14,381.92,380.42,380.94,397.74,375.86,
421.23,635.24,492.65,507.27,447.54,381.08,379.63,380.29,397.41,375.55,
421.65,635.42,492.59,506.78,447.49,380.80,379.20,380.20,397.26,375.07,
422.07,634.93,491.94,505.87,446.79,380.31,378.90,379.84,396.13,374.66,
422.50,633.60,491.65,504.71,446.11,380.03,378.87,379.28,395.73,374.66,
422.92,632.91,491.22,504.34,445.68,379.26,378.65,379.06,395.47,374.59,
423.34,631.44,489.57,503.50,444.52,377.85,377.57,377.71,394.49,373.21,
423.77,630.13,488.65,502.58,443.17,376.78,376.78,376.85,393.29,371.95,
424.19,627.84,486.96,500.59,441.91,375.53,375.18,375.18,391.28,370.80,
424.62,624.67,484.32,497.56,439.84,373.29,372.65,372.94,388.67,369.09,
425.04,620.79,481.69,494.88,436.88,371.20,370.63,370.70,385.90,366.68,
425.46,617.53,478.83,492.20,434.96,369.26,369.12,369.12,384.01,364.85,
425.89,614.01,476.02,488.83,432.00,366.35,366.13,366.79,381.63,363.00,
426.31,608.56,471.46,484.92,427.37,362.52,362.74,363.32,378.53,359.45,
426.73,603.59,467.45,481.06,423.62,359.34,359.78,359.49,375.67,356.03,
427.16,599.51,463.88,477.87,420.87,356.61,356.90,356.39,373.34,353.43,
427.58,594.35,459.88,473.41,416.99,353.59,353.52,352.85,369.35,349.95,
